MOVENODE,1,0.000000,30.834406,80.729128,0.000000,
MOVENODE,2,0.000000,42.643257,79.617684,0.000000,
MOVENODE,3,0.000000,56.065925,80.599084,0.000000,
MOVENODE,4,0.000000,67.619465,79.800356,0.000000,
MOVENODE,5,0.000000,80.239655,79.879487,0.000000,
MOVENODE,6,0.000000,17.628351,98.025944,0.000000,
MOVENODE,7,0.000000,34.624538,98.329808,0.000000,
MOVENODE,8,0.000000,50.252093,97.497426,0.000000,
MOVENODE,9,0.000000,65.667876,98.153008,0.000000,
MOVENODE,10,0.000000,78.060000,97.840000,0.000000,
MOVENODE,11,0.000000,101.614140,80.132027,0.000000,
MOVENODE,12,0.000000,113.436642,80.610220,0.000000,
MOVENODE,13,0.000000,125.330839,80.241542,0.000000,
MOVENODE,14,0.000000,138.875965,80.202149,0.000000,
MOVENODE,15,0.000000,149.982331,80.296337,0.000000,
MOVENODE,16,0.000000,103.679823,100.315047,0.000000,
MOVENODE,17,0.000000,116.478804,100.009880,0.000000,
MOVENODE,18,0.000000,127.578558,99.569352,0.000000,
MOVENODE,19,0.000000,140.591541,99.429723,0.000000,
MOVENODE,20,0.000000,152.268778,99.138169,0.000000,
MOVENODE,21,0.000000,169.255151,80.507132,0.000000,
MOVENODE,22,0.000000,180.982567,80.507132,0.000000,
MOVENODE,23,0.000000,195.562599,80.824089,0.000000,
MOVENODE,24,0.000000,208.557845,80.824089,0.000000,
MOVENODE,25,0.000000,219.968304,80.824089,0.000000,
MOVENODE,26,0.000000,170.839937,98.890650,0.000000,
MOVENODE,27,0.000000,181.616482,99.524564,0.000000,
MOVENODE,28,0.000000,192.709984,98.890650,0.000000,
MOVENODE,29,0.000000,204.120444,99.207607,0.000000,
MOVENODE,30,0.000000,215.850000,98.890000,0.000000,
MOVENODE,1,1000000.000000,17.000000,76.000000,0.000000,
MOVENODE,2,1000000.000000,31.000000,74.000000,0.000000,
MOVENODE,3,1000000.000000,60.000000,80.000000,0.000000,
MOVENODE,4,1000000.000000,71.000000,69.000000,0.000000,
MOVENODE,5,1000000.000000,79.000000,79.000000,0.000000,
MOVENODE,6,1000000.000000,14.000000,86.000000,0.000000,
MOVENODE,7,1000000.000000,25.000000,101.000000,0.000000,
MOVENODE,8,1000000.000000,37.000000,93.000000,0.000000,
MOVENODE,9,1000000.000000,56.000000,101.000000,0.000000,
MOVENODE,10,1000000.000000,71.000000,92.000000,0.000000,
MOVENODE,11,1000000.000000,99.000000,82.000000,0.000000,
MOVENODE,12,1000000.000000,106.000000,56.000000,0.000000,
MOVENODE,13,1000000.000000,126.000000,77.000000,0.000000,
MOVENODE,14,1000000.000000,138.000000,78.000000,0.000000,
MOVENODE,15,1000000.000000,157.000000,84.000000,0.000000,
MOVENODE,16,1000000.000000,94.000000,91.000000,0.000000,
MOVENODE,17,1000000.000000,98.000000,97.000000,0.000000,
MOVENODE,18,1000000.000000,123.000000,86.000000,0.000000,
MOVENODE,19,1000000.000000,141.000000,80.000000,0.000000,
MOVENODE,20,1000000.000000,159.000000,90.000000,0.000000,
MOVENODE,21,1000000.000000,167.000000,85.000000,0.000000,
MOVENODE,22,1000000.000000,185.000000,65.000000,0.000000,
MOVENODE,23,1000000.000000,194.000000,69.000000,0.000000,
MOVENODE,24,1000000.000000,208.000000,69.000000,0.000000,
MOVENODE,25,1000000.000000,206.000000,89.000000,0.000000,
MOVENODE,26,1000000.000000,161.000000,106.000000,0.000000,
MOVENODE,27,1000000.000000,169.000000,96.000000,0.000000,
MOVENODE,28,1000000.000000,196.000000,92.000000,0.000000,
MOVENODE,29,1000000.000000,206.000000,103.000000,0.000000,
MOVENODE,30,1000000.000000,212.000000,92.000000,0.000000,
MOVENODE,1,2000000.000000,17.000000,76.000000,0.000000,
MOVENODE,2,2000000.000000,31.000000,74.000000,0.000000,
MOVENODE,3,2000000.000000,60.000000,80.000000,0.000000,
MOVENODE,4,2000000.000000,71.000000,69.000000,0.000000,
MOVENODE,5,2000000.000000,79.000000,79.000000,0.000000,
MOVENODE,6,2000000.000000,14.000000,86.000000,0.000000,
MOVENODE,7,2000000.000000,25.000000,101.000000,0.000000,
MOVENODE,8,2000000.000000,37.000000,93.000000,0.000000,
MOVENODE,9,2000000.000000,56.000000,101.000000,0.000000,
MOVENODE,10,2000000.000000,71.000000,92.000000,0.000000,
MOVENODE,11,2000000.000000,99.000000,82.000000,0.000000,
MOVENODE,12,2000000.000000,106.000000,56.000000,0.000000,
MOVENODE,13,2000000.000000,126.000000,77.000000,0.000000,
MOVENODE,14,2000000.000000,138.000000,78.000000,0.000000,
MOVENODE,15,2000000.000000,157.000000,84.000000,0.000000,
MOVENODE,16,2000000.000000,94.000000,91.000000,0.000000,
MOVENODE,17,2000000.000000,98.000000,97.000000,0.000000,
MOVENODE,18,2000000.000000,123.000000,86.000000,0.000000,
MOVENODE,19,2000000.000000,141.000000,80.000000,0.000000,
MOVENODE,20,2000000.000000,159.000000,90.000000,0.000000,
MOVENODE,21,2000000.000000,167.000000,85.000000,0.000000,
MOVENODE,22,2000000.000000,185.000000,65.000000,0.000000,
MOVENODE,23,2000000.000000,194.000000,69.000000,0.000000,
MOVENODE,24,2000000.000000,208.000000,69.000000,0.000000,
MOVENODE,25,2000000.000000,206.000000,89.000000,0.000000,
MOVENODE,26,2000000.000000,161.000000,106.000000,0.000000,
MOVENODE,27,2000000.000000,169.000000,96.000000,0.000000,
MOVENODE,28,2000000.000000,196.000000,92.000000,0.000000,
MOVENODE,29,2000000.000000,206.000000,103.000000,0.000000,
MOVENODE,30,2000000.000000,212.000000,92.000000,0.000000,
MOVENODE,1,3000000.000000,15.000000,72.000000,0.000000,
MOVENODE,2,3000000.000000,35.000000,66.000000,0.000000,
MOVENODE,3,3000000.000000,62.000000,77.000000,0.000000,
MOVENODE,4,3000000.000000,64.000000,67.000000,0.000000,
MOVENODE,5,3000000.000000,77.000000,68.000000,0.000000,
MOVENODE,6,3000000.000000,5.000000,84.000000,0.000000,
MOVENODE,7,3000000.000000,19.000000,102.000000,0.000000,
MOVENODE,8,3000000.000000,32.000000,86.000000,0.000000,
MOVENODE,9,3000000.000000,51.000000,105.000000,0.000000,
MOVENODE,10,3000000.000000,62.000000,87.000000,0.000000,
MOVENODE,11,3000000.000000,97.000000,83.000000,0.000000,
MOVENODE,12,3000000.000000,108.000000,59.000000,0.000000,
MOVENODE,13,3000000.000000,133.000000,68.000000,0.000000,
MOVENODE,14,3000000.000000,125.000000,85.000000,0.000000,
MOVENODE,15,3000000.000000,158.000000,75.000000,0.000000,
MOVENODE,16,3000000.000000,90.000000,96.000000,0.000000,
MOVENODE,17,3000000.000000,88.000000,97.000000,0.000000,
MOVENODE,18,3000000.000000,111.000000,80.000000,0.000000,
MOVENODE,19,3000000.000000,136.000000,80.000000,0.000000,
MOVENODE,20,3000000.000000,162.000000,87.000000,0.000000,
MOVENODE,21,3000000.000000,156.000000,90.000000,0.000000,
MOVENODE,22,3000000.000000,180.000000,63.000000,0.000000,
MOVENODE,23,3000000.000000,184.000000,66.000000,0.000000,
MOVENODE,24,3000000.000000,213.000000,63.000000,0.000000,
MOVENODE,25,3000000.000000,194.000000,90.000000,0.000000,
MOVENODE,26,3000000.000000,160.000000,92.000000,0.000000,
MOVENODE,27,3000000.000000,160.000000,92.000000,0.000000,
MOVENODE,28,3000000.000000,197.000000,79.000000,0.000000,
MOVENODE,29,3000000.000000,202.000000,98.000000,0.000000,
MOVENODE,30,3000000.000000,204.000000,85.000000,0.000000,
MOVENODE,1,4000000.000000,15.000000,72.000000,0.000000,
MOVENODE,2,4000000.000000,35.000000,66.000000,0.000000,
MOVENODE,3,4000000.000000,62.000000,77.000000,0.000000,
MOVENODE,4,4000000.000000,64.000000,67.000000,0.000000,
MOVENODE,5,4000000.000000,77.000000,68.000000,0.000000,
MOVENODE,6,4000000.000000,5.000000,84.000000,0.000000,
MOVENODE,7,4000000.000000,19.000000,102.000000,0.000000,
MOVENODE,8,4000000.000000,32.000000,86.000000,0.000000,
MOVENODE,9,4000000.000000,51.000000,105.000000,0.000000,
MOVENODE,10,4000000.000000,62.000000,87.000000,0.000000,
MOVENODE,11,4000000.000000,97.000000,83.000000,0.000000,
MOVENODE,12,4000000.000000,108.000000,59.000000,0.000000,
MOVENODE,13,4000000.000000,133.000000,68.000000,0.000000,
MOVENODE,14,4000000.000000,125.000000,85.000000,0.000000,
MOVENODE,15,4000000.000000,158.000000,75.000000,0.000000,
MOVENODE,16,4000000.000000,90.000000,96.000000,0.000000,
